Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,S&P-Price,S&P-Open,S&P-High,S&P-Low,NASDAQ-Price,NASDAQ-Open,NASDAQ-High,NASDAQ-Low,NASDAQ-Vol.,DOW-Price,DOW-Open,DOW-High,DOW-Low,DOW-Vol.,GOLD-Price,GOLD-Open,GOLD-High,GOLD-Low,OIL-Price,OIL-Open,OIL-High,OIL-Low
4/22/2022,40525.86328,40777.75781,39315.41797,39740.32031,39740.32031,28011716745,2986.938721,3024.854492,2942.358643,2964.835693,2964.835693,16782795477,0.136357,0.137908,0.134985,0.136395,0.136395,505251263,"4,271.80","4,385.80","4,385.80","4,267.60","12,839.29","13,168.80","13,212.60","12,828.02",950700000,"33,811.40","34,727.38","34,727.38","33,773.39",373280000,"1,934.30","1,953.10","1,957.80","1,928.00",102.07,104.07,104.22,101.06
4/23/2022,39738.72266,39935.85938,39352.20313,39486.73047,39486.73047,16138021249,2964.802246,2975.322754,2926.740234,2938.114014,2938.114014,9116955609,0.136387,0.136495,0.13381,0.134241,0.134241,349740069,"4,271.80","4,385.80","4,385.80","4,267.60","12,839.29","13,168.80","13,212.60","12,828.02",950700000,"33,811.40","34,727.38","34,727.38","33,773.39",373280000,"1,934.30","1,953.10","1,957.80","1,928.00",102.07,104.07,104.22,101.06
4/24/2022,39478.375,39845.92578,39233.53906,39469.29297,39469.29297,17964398167,2937.347168,2961.88208,2922.128662,2922.732666,2922.732666,9696829579,0.134202,0.13469,0.131502,0.131947,0.131947,436620221,"4,271.80","4,385.80","4,385.80","4,267.60","12,839.29","13,168.80","13,212.60","12,828.02",950700000,"33,811.40","34,727.38","34,727.38","33,773.39",373280000,"1,934.30","1,953.10","1,957.80","1,928.00",102.07,104.07,104.22,101.06
4/25/2022,39472.60547,40491.75391,38338.37891,40458.30859,40458.30859,35445730570,2922.990234,3018.415527,2804.50708,3009.393555,3009.393555,22332690614,0.131936,0.167735,0.123869,0.157959,0.157959,5177823685,"4,296.10","4,255.30","4,299.00","4,200.80","13,004.85","12,749.17","13,011.45","12,722.59",988040000,"34,049.46","33,731.65","34,106.01","33,323.37",418000000,"1,896.00","1,931.90","1,935.50","1,891.80",98.54,101.38,101.55,95.28
4/26/2022,40448.42188,40713.89063,37884.98438,38117.46094,38117.46094,34569088416,3008.946289,3026.415039,2786.253174,2808.29834,2808.29834,19052045399,0.157777,0.165278,0.137424,0.137767,0.137767,4529010503,"4,175.20","4,278.10","4,278.10","4,175.00","12,490.74","12,918.04","12,918.04","12,490.74",1020000000,"33,240.18","33,907.49","33,909.51","33,230.95",403700000,"1,904.10","1,899.80","1,912.20","1,896.30",101.7,98.64,102.78,97.06
4/27/2022,38120.30078,39397.91797,37997.3125,39241.12109,39241.12109,30981015184,2808.645996,2911.877441,2802.273438,2888.929688,2888.929688,17419284041,0.137847,0.145405,0.136272,0.1397,0.1397,1765370972,"4,184.00","4,186.50","4,240.70","4,162.90","12,488.93","12,500.88","12,703.79","12,430.90",942840000,"33,301.93","33,450.92","33,697.18","33,108.89",456290000,"1,888.70","1,907.40","1,908.10","1,881.60",102.02,101.76,102.99,99.8
4/28/2022,39241.42969,40269.46484,38941.42188,39773.82813,39773.82813,33903704907,2888.849854,2973.13501,2861.821533,2936.940918,2936.940918,18443524633,0.139691,0.142618,0.136058,0.137363,0.137363,1105137506,"4,287.50","4,222.60","4,308.40","4,188.60","12,871.53","12,712.86","12,948.52","12,487.86",1010000000,"33,916.39","33,425.96","34,054.79","33,248.46",451600000,"1,891.30","1,886.80","1,897.80","1,870.90",105.36,102.11,105.68,100.13
4/29/2022,39768.61719,39887.26953,38235.53516,38609.82422,38609.82422,30882994649,2936.776611,2943.445801,2782.435303,2815.601807,2815.601807,18771041399,0.137376,0.144643,0.134099,0.135027,0.135027,1555397213,"4,131.90","4,253.80","4,269.70","4,124.30","12,334.64","12,710.42","12,861.83","12,315.74",1090000000,"32,977.21","33,787.01","33,919.59","32,913.15",501560000,"1,911.70","1,895.80","1,921.30","1,893.50",104.69,105.17,107.99,103.78
4/30/2022,38605.85938,38771.21094,37697.94141,37714.875,37714.875,23895713731,2815.533447,2836.827637,2727.40625,2730.186768,2730.186768,13520941867,0.135033,0.136528,0.126239,0.127557,0.127557,916612071,"4,131.90","4,253.80","4,269.70","4,124.30","12,334.64","12,710.42","12,861.83","12,315.74",1090000000,"32,977.21","33,787.01","33,919.59","32,913.15",501560000,"1,911.70","1,895.80","1,921.30","1,893.50",104.69,105.17,107.99,103.78
5/1/2022,37713.26563,38627.85938,37585.78906,38469.09375,38469.09375,27002760110,2729.994141,2838.704346,2728.078857,2827.756104,2827.756104,15332730152,0.127589,0.134821,0.127533,0.132773,0.132773,991710768,"4,131.90","4,253.80","4,269.70","4,124.30","12,334.64","12,710.42","12,861.83","12,315.74",1090000000,"32,977.21","33,787.01","33,919.59","32,913.15",501560000,"1,911.70","1,895.80","1,921.30","1,893.50",104.69,105.17,107.99,103.78
5/2/2022,38472.1875,39074.97266,38156.5625,38529.32813,38529.32813,32922642426,2827.614014,2874.145996,2785.522949,2857.4104,2857.4104,18609741545,0.132794,0.133783,0.1283,0.130938,0.130938,769062732,"4,155.40","4,130.60","4,169.80","4,062.50","12,536.02","12,331.69","12,542.54","12,202.41",1040000000,"33,061.50","32,978.49","33,224.95","32,449.87",453390000,"1,863.60","1,896.20","1,900.40","1,853.40",105.17,104,105.94,100.28
5/3/2022,38528.10938,38629.99609,37585.62109,37750.45313,37750.45313,27326943244,2857.152344,2859.193359,2762.118652,2783.476318,2783.476318,13026093219,0.130935,0.131833,0.127399,0.12952,0.12952,555706527,"4,175.50","4,159.80","4,200.10","4,147.10","12,563.76","12,511.46","12,645.83","12,460.99",897830000,"33,128.79","33,086.09","33,341.58","32,914.75",364420000,"1,870.60","1,863.60","1,878.40","1,849.70",102.41,105.08,105.8,102.1
5/4/2022,37748.01172,39902.94922,37732.05859,39698.37109,39698.37109,36754404490,2783.131104,2956.686768,2779.273682,2940.644775,2940.644775,18186749944,0.129514,0.135809,0.129313,0.135809,0.135809,838050627,"4,300.20","4,181.20","4,307.70","4,148.90","12,964.86","12,574.73","12,985.01","12,367.02",1110000000,"34,061.06","33,171.80","34,117.74","33,021.84",412370000,"1,868.80","1,868.30","1,892.00","1,861.10",107.81,103.5,108.61,102.95
5/5/2022,39695.74609,39789.28125,35856.51563,36575.14063,36575.14063,43106256317,2940.226563,2948.960693,2704.91626,2749.213135,2749.213135,22642925048,0.135813,0.137313,0.126697,0.12843,0.12843,1258066467,"4,146.90","4,270.40","4,270.40","4,106.00","12,317.69","12,787.52","12,787.52","12,183.56",1100000000,"32,997.97","33,854.17","33,854.17","32,685.10",448420000,"1,875.70","1,884.10","1,910.70","1,872.30",108.26,107.58,111.37,106.45
5/6/2022,36573.18359,36624.35938,35482.13281,36040.92188,36040.92188,37795577489,2748.931641,2754.837646,2645.335205,2694.979736,2694.979736,21027599270,0.128403,0.129305,0.124566,0.127901,0.127901,839005988,"4,123.30","4,128.20","4,157.70","4,067.90","12,144.66","12,246.83","12,358.42","11,990.15",1090000000,"32,899.37","32,773.88","33,055.84","32,474.69",418140000,"1,882.80","1,877.50","1,894.00","1,865.00",109.77,108.7,111.18,107.24
5/7/2022,36042.50391,36129.92578,34940.82422,35501.95313,35501.95313,24375896406,2694.991943,2696.652832,2599.523438,2636.093018,2636.093018,13369276367,0.12789,0.13192,0.125365,0.127532,0.127532,746383231,"4,123.30","4,128.20","4,157.70","4,067.90","12,144.66","12,246.83","12,358.42","11,990.15",1090000000,"32,899.37","32,773.88","33,055.84","32,474.69",418140000,"1,882.80","1,877.50","1,894.00","1,865.00",109.77,108.7,111.18,107.24
5/8/2022,35502.94141,35502.94141,33878.96484,34059.26563,34059.26563,36763041910,2636.121826,2638.830566,2498.430176,2517.459961,2517.459961,20802269935,0.127527,0.128017,0.123974,0.124207,0.124207,728953161,"4,123.30","4,128.20","4,157.70","4,067.90","12,144.66","12,246.83","12,358.42","11,990.15",1090000000,"32,899.37","32,773.88","33,055.84","32,474.69",418140000,"1,882.80","1,877.50","1,894.00","1,865.00",109.77,108.7,111.18,107.24
5/9/2022,34060.01563,34222.07422,30296.95313,30296.95313,30296.95313,63355494961,2518.508301,2528.258057,2238.062744,2245.43042,2245.43042,36333567678,0.1242,0.125136,0.104824,0.104824,0.104824,1353326367,"3,991.20","4,081.30","4,081.30","3,975.50","11,623.25","11,923.03","11,990.61","11,574.94",1240000000,"32,245.70","32,685.17","32,685.17","32,121.98",475110000,"1,858.60","1,883.70","1,885.60","1,851.00",103.09,110.43,110.49,102.13
5/10/2022,30273.6543,32596.30859,29944.80273,31022.90625,31022.90625,59811038817,2242.650391,2450.760254,2206.756836,2343.510986,2343.510986,38202099639,0.104708,0.117775,0.100881,0.108477,0.108477,1723066438,"4,001.10","4,035.20","4,068.80","3,958.20","11,737.67","11,900.34","11,944.94","11,566.28",1280000000,"32,160.74","32,504.09","32,752.17","31,887.89",440670000,"1,841.00","1,853.90","1,864.70","1,834.50",99.76,102.65,104.16,98.86
5/11/2022,31016.18359,32013.40234,28170.41406,28936.35547,28936.35547,70388855818,2342.75415,2441.079346,2018.855591,2072.108643,2072.108643,45743399154,0.108449,0.110565,0.080036,0.084581,0.084581,2556008051,"3,935.20","3,990.10","4,049.10","3,928.80","11,364.24","11,645.57","11,844.50","11,339.18",1270000000,"31,834.11","32,123.24","32,584.02","31,798.86",458460000,"1,853.70","1,836.60","1,857.80","1,830.60",105.71,99,106.44,98.2
5/12/2022,28936.73438,30032.43945,26350.49023,29047.75195,29047.75195,66989173272,2072.504639,2170.458008,1748.303101,1961.701538,1961.701538,42463486402,0.084636,0.089028,0.070037,0.082671,0.082671,2631064083,"3,930.10","3,903.90","3,964.80","3,858.90","11,370.96","11,199.25","11,547.33","11,108.76",1400000000,"31,730.30","31,699.04","31,914.46","31,228.22",544240000,"1,824.60","1,852.30","1,858.80","1,820.10",106.13,105.63,107.37,102.66
5/13/2022,29030.91016,30924.80273,28782.33008,29283.10352,29283.10352,42841124537,1960.122559,2139.713379,1941.975952,2014.418213,2014.418213,24816096567,0.082639,0.094254,0.082371,0.088331,0.088331,1444350618,"4,023.90","3,963.90","4,038.90","3,963.90","11,805.00","11,555.98","11,856.71","11,510.25",1230000000,"32,196.66","31,963.86","32,276.05","31,862.79",388520000,"1,808.20","1,821.40","1,827.60","1,797.20",110.49,106.65,110.64,106.29
5/14/2022,29285.64258,30192.80273,28702.91016,30101.26563,30101.26563,28579868620,2014.28064,2063.429932,1956.572998,2056.273926,2056.273926,15457044616,0.088341,0.091598,0.084483,0.089796,0.089796,902479951,"4,023.90","3,963.90","4,038.90","3,963.90","11,805.00","11,555.98","11,856.71","11,510.25",1230000000,"32,196.66","31,963.86","32,276.05","31,862.79",388520000,"1,808.20","1,821.40","1,827.60","1,797.20",110.49,106.65,110.64,106.29
5/15/2022,30098.58594,31308.19141,29527.74023,31305.11328,31305.11328,25835372065,2056.183105,2147.194336,2008.16272,2145.706787,2145.706787,14846088335,0.089785,0.092843,0.086876,0.092843,0.092843,651900826,"4,023.90","3,963.90","4,038.90","3,963.90","11,805.00","11,555.98","11,856.71","11,510.25",1230000000,"32,196.66","31,963.86","32,276.05","31,862.79",388520000,"1,808.20","1,821.40","1,827.60","1,797.20",110.49,106.65,110.64,106.29
5/16/2022,31304.375,31305.3418,29251.88477,29862.91797,29862.91797,32613897286,2145.836914,2145.836914,1988.811768,2022.725952,2022.725952,21459552191,0.092867,0.093061,0.086428,0.087841,0.087841,606521740,"4,008.00","4,013.00","4,046.50","3,984.00","11,662.79","11,727.14","11,804.59","11,627.53",978060000,"32,223.42","32,152.15","32,514.02","31,928.18",332700000,"1,814.00","1,809.40","1,826.00","1,785.00",114.2,110.98,114.9,108.11
5/17/2022,29862.4082,30694.49023,29570.30273,30425.85742,30425.85742,29101473475,2022.882324,2113.059814,2015.971558,2090.40918,2090.40918,18509929297,0.087836,0.091112,0.087484,0.090213,0.090213,560800173,"4,088.80","4,052.00","4,090.70","4,033.90","11,984.52","11,905.57","11,988.43","11,754.28",1020000000,"32,654.59","32,427.00","32,689.14","32,308.15",389310000,"1,818.90","1,823.90","1,834.80","1,811.00",112.4,113.87,115.56,111.75
5/18/2022,30424.47852,30618.7168,28720.27148,28720.27148,28720.27148,31285268319,2090.459961,2102.32666,1916.656128,1916.656128,1916.656128,17740965589,0.090221,0.090797,0.083649,0.083649,0.083649,558257804,"3,923.70","4,052.00","4,052.00","3,911.90","11,418.15","11,790.68","11,826.22","11,381.69",1030000000,"31,490.07","32,468.67","32,468.67","31,393.95",465060000,"1,815.90","1,813.20","1,822.90","1,805.00",109.59,113.66,115.42,108.46
5/19/2022,28720.35938,30430.75195,28708.95508,30314.33398,30314.33398,33773447707,1916.149536,2028.388184,1907.020508,2018.336182,2018.336182,18734247914,0.083635,0.087124,0.082087,0.086723,0.086723,613801947,"3,900.80","3,899.00","3,946.00","3,876.60","11,388.50","11,364.40","11,562.82","11,313.31",1050000000,"31,253.13","31,262.62","31,569.13","31,016.41",517190000,"1,841.20","1,815.10","1,848.20","1,808.40",112.21,109.09,112.62,105.13
5/20/2022,30311.11914,30664.97656,28793.60547,29200.74023,29200.74023,30749382605,2018.000122,2054.795898,1926.676758,1961.315674,1961.315674,15892482289,0.086719,0.08775,0.082859,0.083977,0.083977,518556378,"3,901.40","3,927.80","3,943.40","3,810.30","11,354.62","11,542.67","11,552.21","11,035.69",1200000000,"31,261.90","31,426.94","31,515.78","30,635.76",498890000,"1,842.10","1,839.60","1,847.80","1,830.60",113.23,111.45,114.04,110.85
5/21/2022,29199.85938,29588.86914,29027.39453,29432.22656,29432.22656,17274840442,1961.017944,1985.395996,1944.265137,1974.518311,1974.518311,8546822406,0.083972,0.08511,0.082932,0.084463,0.084463,335246011,"3,901.40","3,927.80","3,943.40","3,810.30","11,354.62","11,542.67","11,552.21","11,035.69",1200000000,"31,261.90","31,426.94","31,515.78","30,635.76",498890000,"1,842.10","1,839.60","1,847.80","1,830.60",113.23,111.45,114.04,110.85
5/22/2022,29432.47266,30425.86133,29275.18359,30323.72266,30323.72266,21631532270,1974.670654,2047.191406,1966.038818,2043.170166,2043.170166,10941123403,0.084448,0.08648,0.084058,0.086105,0.086105,375026021,"3,901.40","3,927.80","3,943.40","3,810.30","11,354.62","11,542.67","11,552.21","11,035.69",1200000000,"31,261.90","31,426.94","31,515.78","30,635.76",498890000,"1,842.10","1,839.60","1,847.80","1,830.60",113.23,111.45,114.04,110.85
5/23/2022,30309.39648,30590.58594,28975.56055,29098.91016,29098.91016,31483454557,2042.344727,2080.333496,1964.386597,1972.181885,1972.181885,16434529708,0.086084,0.08811,0.082858,0.083253,0.083253,507385171,"3,973.80","3,919.40","3,981.90","3,909.00","11,535.27","11,396.28","11,552.07","11,304.56",889210000,"31,880.24","31,395.89","31,968.42","31,395.89",405830000,"1,847.80","1,844.40","1,864.30","1,843.30",110.29,110.56,111.96,109.15
5/24/2022,29101.125,29774.35547,28786.58984,29655.58594,29655.58594,26616506245,1972.390869,1991.535522,1920.68811,1978.982788,1978.982788,13057109007,0.083267,0.084317,0.080811,0.083637,0.083637,462415724,"3,941.50","3,942.90","3,955.70","3,875.10","11,264.45","11,326.44","11,351.61","11,092.48",924230000,"31,928.62","31,717.61","32,014.86","31,365.59",382950000,"1,865.40","1,852.30","1,869.10","1,847.60",109.77,110.41,111.43,108.61
5/25/2022,29653.13477,30157.78516,29384.94922,29562.36133,29562.36133,27525063551,1978.677002,2014.369507,1943.938599,1944.827881,1944.827881,13364545730,0.083628,0.084338,0.082319,0.082985,0.082985,419834752,"3,978.70","3,929.60","3,999.30","3,925.00","11,434.74","11,225.03","11,511.90","11,211.85",907180000,"32,120.28","31,816.31","32,254.44","31,754.33",348460000,"1,846.30","1,865.40","1,866.70","1,838.70",110.33,110.39,111.68,109.23
5/26/2022,29564.77734,29834.16016,28261.90625,29267.22461,29267.22461,36774325352,1945.033325,1962.171143,1759.199585,1803.91333,1803.91333,23458681818,0.082994,0.0836,0.076065,0.078252,0.078252,711890873,"4,057.80","3,984.60","4,075.10","3,984.60","11,740.65","11,409.84","11,796.97","11,406.16",930420000,"32,637.19","32,248.17","32,774.14","32,248.17",352820000,"1,847.60","1,851.80","1,852.80","1,836.30",114.09,110.69,114.83,110.27
5/27/2022,29251.14063,29346.94336,28326.61328,28627.57422,28627.57422,36582005748,1802.543823,1814.656494,1721.264771,1724.922852,1724.922852,25470760032,0.078211,0.085384,0.076582,0.081335,0.081335,1310057650,"4,158.20","4,077.40","4,158.50","4,077.40","12,131.13","11,869.69","12,131.66","11,856.82",942220000,"33,212.96","32,735.09","33,213.62","32,682.01",331190000,"1,857.30","1,855.10","1,866.90","1,851.90",115.07,114.2,115.3,112.85
5/28/2022,28622.625,28814.90039,28554.56641,28814.90039,28814.90039,35519577634,1724.635986,1757.941772,1724.635986,1757.941772,1757.941772,23214777872,0.082248,0.083048,0.081151,0.081839,0.081839,535539620,"4,158.20","4,077.40","4,158.50","4,077.40","12,131.13","11,869.69","12,131.66","11,856.82",942220000,"33,212.96","32,735.09","33,213.62","32,682.01",331190000,"1,857.30","1,855.10","1,866.90","1,851.90",115.07,114.2,115.3,112.85
5/29/2022,29019.86719,29498.00977,28841.10742,29445.95703,29445.95703,18093886409,1792.184448,1818.776611,1765.937378,1812.031006,1812.031006,10642556101,0.081838,0.083034,0.080299,0.082686,0.082686,394962471,"4,158.20","4,077.40","4,158.50","4,077.40","12,131.13","11,869.69","12,131.66","11,856.82",942220000,"33,212.96","32,735.09","33,213.62","32,682.01",331190000,"1,857.30","1,855.10","1,866.90","1,851.90",115.61,115.3,115.81,115.2
5/30/2022,29443.36523,31949.63086,29303.57227,31726.39063,31726.39063,39277993274,1811.885986,2005.210815,1804.456055,1996.441284,1996.441284,19580808705,0.082684,0.088275,0.082269,0.087871,0.087871,690696756,"4,158.20","4,077.40","4,158.50","4,077.40","12,131.13","11,869.69","12,131.66","11,856.82",942220000,"33,212.96","32,735.09","33,213.62","32,682.01",331190000,"1,848.40","1,856.50","1,867.90","1,837.60",117.61,115.58,117.79,115.39
5/31/2022,31723.86523,32249.86328,31286.1543,31792.31055,31792.31055,33538210634,1996.408081,2005.490967,1932.352051,1942.328003,1942.328003,18363115560,0.087865,0.08823,0.083612,0.085865,0.085865,672444588,"4,132.10","4,151.10","4,168.30","4,104.90","12,081.39","12,137.54","12,190.08","11,942.50",1770000000,"32,990.12","33,160.59","33,240.22","32,752.34",549810000,"1,848.40","1,856.50","1,867.90","1,837.60",114.67,114.96,119.98,114.15
6/1/2022,31792.55469,31957.28516,29501.58789,29799.08008,29799.08008,41135817341,1942.050659,1965.166626,1776.053223,1823.569336,1823.569336,21037797760,0.085855,0.088647,0.079807,0.081056,0.081056,830748610,"4,101.20","4,149.80","4,166.50","4,073.80","11,994.46","12,176.89","12,237.93","11,901.43",940600000,"32,813.23","33,156.31","33,272.34","32,584.76",338210000,"1,848.70","1,840.00","1,853.00","1,830.20",115.26,115.4,117.87,114.58
6/2/2022,29794.89063,30604.73438,29652.70508,30467.48828,30467.48828,29083562061,1822.412109,1845.313965,1789.664185,1834.150513,1834.150513,17065041354,0.081052,0.083007,0.080417,0.082772,0.082772,434510607,"4,176.80","4,095.40","4,177.50","4,074.40","12,316.90","11,945.57","12,320.12","11,901.45",916660000,"33,248.28","32,809.01","33,248.61","32,509.43",331190000,"1,871.40","1,849.90","1,874.40","1,846.50",116.87,114.8,117.77,111.2
6/3/2022,30467.80664,30633.03516,29375.68945,29704.39063,29704.39063,26175547452,1834.13501,1840.058838,1746.509766,1775.078613,1775.078613,14878001811,0.082777,0.082857,0.079756,0.080442,0.080442,403339248,"4,108.50","4,137.60","4,142.70","4,098.70","12,012.73","12,097.12","12,167.44","11,966.62",837590000,"32,899.70","32,986.32","33,135.61","32,839.21",298570000,"1,850.20","1,872.60","1,878.60","1,849.70",118.87,117.55,120.46,115.23
6/4/2022,29706.13867,29930.56445,29500.00586,29832.91406,29832.91406,16588370958,1775.220825,1810.299683,1751.533325,1801.609497,1801.609497,8677951273,0.080454,0.082337,0.079727,0.081777,0.081777,350329772,"4,108.50","4,137.60","4,142.70","4,098.70","12,012.73","12,097.12","12,167.44","11,966.62",837590000,"32,899.70","32,986.32","33,135.61","32,839.21",298570000,"1,850.20","1,872.60","1,878.60","1,849.70",118.87,117.55,120.46,115.23
6/5/2022,29835.11719,30117.74414,29574.44922,29906.66211,29906.66211,17264085441,1801.81897,1825.859619,1777.133301,1805.204956,1805.204956,8850385937,0.081776,0.082138,0.080836,0.081229,0.081229,282624184,"4,108.50","4,137.60","4,142.70","4,098.70","12,012.73","12,097.12","12,167.44","11,966.62",837590000,"32,899.70","32,986.32","33,135.61","32,839.21",298570000,"1,850.20","1,872.60","1,878.60","1,849.70",118.87,117.55,120.46,115.23
6/6/2022,29910.2832,31693.29102,29894.1875,31370.67188,31370.67188,31947336829,1805.635986,1915.030518,1804.990234,1859.289673,1859.289673,16518471852,0.081225,0.084559,0.081126,0.08253,0.08253,503707292,"4,121.40","4,134.70","4,168.80","4,109.20","12,061.37","12,200.33","12,245.40","12,004.20",911010000,"32,915.78","33,032.04","33,235.37","32,819.50",258400000,"1,843.70","1,853.70","1,861.20","1,843.00",118.5,120.82,120.99,117.63
6/7/2022,31371.74219,31489.68359,29311.68359,31155.47852,31155.47852,40770974039,1859.33374,1862.914917,1729.413574,1814.04834,1814.04834,24020076750,0.08253,0.08253,0.078332,0.080513,0.080513,509642725,"4,160.70","4,096.50","4,164.90","4,080.20","12,175.23","11,925.81","12,194.86","11,888.61",900550000,"33,180.14","32,783.03","33,207.45","32,641.85",278200000,"1,852.10","1,843.50","1,858.20","1,838.50",119.41,119.1,120.36,117.14
6/8/2022,31151.48047,31253.69141,29944.4043,30214.35547,30214.35547,30242059107,1814.100708,1830.676025,1770.231201,1793.572266,1793.572266,18041476023,0.080492,0.08142,0.079156,0.079439,0.079439,328046389,"4,115.80","4,147.10","4,160.10","4,107.20","12,086.27","12,147.28","12,235.78","12,052.70",911770000,"32,910.90","33,087.07","33,156.50","32,824.37",273290000,"1,856.50","1,855.00","1,862.40","1,846.60",122.11,119.79,123.18,119.3
6/9/2022,30215.2793,30609.31055,30020.26563,30111.99805,30111.99805,21692004719,1793.512817,1827.293091,1779.867554,1789.82605,1789.82605,12013083393,0.079436,0.080898,0.079082,0.079336,0.079336,274673852,"4,017.80","4,101.60","4,119.10","4,017.20","11,754.23","12,016.47","12,115.07","11,751.98",998870000,"32,272.79","32,828.62","32,956.73","32,267.78",289710000,"1,852.80","1,855.10","1,857.80","1,841.90",121.51,122.43,122.72,120.79
6/10/2022,30110.33008,30245.80859,28978.14648,29083.80469,29083.80469,29867476527,1789.689941,1797.607788,1663.43396,1665.042236,1665.042236,18504740451,0.079335,0.079521,0.074804,0.075454,0.075454,431520761,"3,900.90","3,974.40","3,974.40","3,900.20","11,340.02","11,543.88","11,569.15","11,328.27",1060000000,"31,392.79","32,053.52","32,053.52","31,387.84",364810000,"1,875.50","1,850.40","1,879.60","1,826.50",120.67,121.46,122.75,118.33
6/11/2022,29084.66602,29401.91602,28236.21289,28360.81055,28360.81055,27246574439,1665.217896,1679.314209,1507.03894,1529.663452,1529.663452,21127089064,0.075472,0.076399,0.068596,0.069895,0.069895,497184012,"3,900.90","3,974.40","3,974.40","3,900.20","11,340.02","11,543.88","11,569.15","11,328.27",1060000000,"31,392.79","32,053.52","32,053.52","31,387.84",364810000,"1,875.50","1,850.40","1,879.60","1,826.50",120.67,121.46,122.75,118.33
6/12/2022,28373.51367,28502.68555,26762.64844,26762.64844,26762.64844,34163220274,1530.189697,1539.705078,1436.18396,1445.216553,1445.216553,23465074882,0.069919,0.070345,0.063861,0.064336,0.064336,708156957,"3,900.90","3,974.40","3,974.40","3,900.20","11,340.02","11,543.88","11,569.15","11,328.27",1060000000,"31,392.79","32,053.52","32,053.52","31,387.84",364810000,"1,875.50","1,850.40","1,879.60","1,826.50",120.67,121.46,122.75,118.33
6/13/2022,26737.57813,26795.58984,22141.25781,22487.38867,22487.38867,68204556440,1443.835449,1448.738037,1181.948242,1204.582764,1204.582764,45162788786,0.064275,0.065702,0.053002,0.053921,0.053921,1465281537,"3,749.60","3,838.20","3,838.20","3,734.30","10,809.23","10,986.84","11,071.48","10,775.14",1210000000,"30,516.74","31,144.91","31,144.91","30,373.72",480500000,"1,831.80","1,879.00","1,882.50","1,819.00",120.93,120.19,122.25,117.47
6/14/2022,22487.98633,23018.95117,20950.81836,22206.79297,22206.79297,50913575242,1204.555298,1252.471802,1094.701904,1211.662842,1211.662842,33327826525,0.053941,0.058154,0.050267,0.055592,0.055592,908921329,"3,735.50","3,763.50","3,778.20","3,705.70","10,828.34","10,897.43","10,926.81","10,733.04",953680000,"30,364.83","30,592.34","30,690.80","30,144.23",368800000,"1,813.50","1,820.90","1,833.30","1,806.10",118.93,121.09,123.68,116.62
6/15/2022,22196.73047,22642.67188,20178.37695,22572.83984,22572.83984,54912007015,1211.365967,1236.627563,1025.684204,1233.206421,1233.206421,37539999450,0.055577,0.063472,0.05067,0.063,0.063,1122284662,"3,790.00","3,764.10","3,837.60","3,722.30","11,099.16","10,968.40","11,244.26","10,866.39",1220000000,"30,668.53","30,570.50","31,011.97","30,185.08",394570000,"1,819.60","1,809.70","1,845.40","1,808.40",115.31,119.07,119.61,114.6
6/16/2022,22576.30469,22868.92188,20265.22656,20381.65039,20381.65039,31183975654,1233.603516,1246.140625,1058.784546,1067.730713,1067.730713,18907671369,0.062977,0.062977,0.054508,0.055029,0.055029,724479688,"3,666.80","3,728.20","3,728.20","3,639.80","10,646.10","10,806.02","10,831.07","10,565.14",1250000000,"29,927.07","30,305.74","30,305.74","29,740.35",444890000,"1,849.90","1,835.80","1,860.20","1,816.30",117.59,115.98,118.08,112.31
6/17/2022,20385.71875,21243.3125,20326.51953,20471.48242,20471.48242,27132421514,1067.987671,1112.471558,1060.867676,1086.519287,1086.519287,14591486540,0.055047,0.057911,0.054898,0.056995,0.056995,383830484,"3,674.80","3,665.90","3,707.70","3,636.90","10,798.35","10,697.55","10,884.71","10,638.72",2800000000,"29,888.78","29,912.70","30,167.52","29,653.29",692830000,"1,840.60","1,859.30","1,861.50","1,836.10",109.56,117.08,118.97,108.25
6/18/2022,20473.42578,20736.04102,17708.62305,19017.64258,19017.64258,42009436760,1086.37793,1095.16687,896.109009,993.63678,993.63678,21655406608,0.056979,0.057755,0.04972,0.053012,0.053012,652345943,"3,674.80","3,665.90","3,707.70","3,636.90","10,798.35","10,697.55","10,884.71","10,638.72",2800000000,"29,888.78","29,912.70","30,167.52","29,653.29",692830000,"1,840.60","1,859.30","1,861.50","1,836.10",109.56,117.08,118.97,108.25
6/19/2022,19010.90234,20683.82227,18067.15234,20553.27148,20553.27148,35329942625,993.400635,1142.34082,943.116333,1127.656494,1127.656494,21795481981,0.053007,0.062472,0.051308,0.060396,0.060396,1166163984,"3,674.80","3,665.90","3,707.70","3,636.90","10,798.35","10,697.55","10,884.71","10,638.72",2800000000,"29,888.78","29,912.70","30,167.52","29,653.29",692830000,"1,840.60","1,859.30","1,861.50","1,836.10",108.94,108.97,109.34,108.78
